system:index,NDVI,date,month,sensor,site_key,site_label,source,year,.geo
1_1_1_103,0.6171764438080647,2024-08-15,8,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_104,0.5041219545439164,2024-09-15,9,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_105,0.4352705124184805,2024-10-15,10,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_106,0.28279347070931893,2024-11-15,11,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_107,0.2265307907984409,2024-12-15,12,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_109,-0.0094,2025-02-15,2,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_110,0.011342597710225031,2025-03-15,3,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_111,0.1780120176805579,2025-04-15,4,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_112,0.3518426847552929,2025-05-15,5,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_113,0.42315489455930044,2025-06-15,6,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_114,0.5972380877248341,2025-07-15,7,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_115,0.6575671494272797,2025-08-15,8,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_116,0.4636579108922183,2025-09-15,9,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_117,0.3636621940259003,2025-10-15,10,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_118,0.26003720323253315,2025-11-15,11,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_119,0.2415723121364192,2025-12-15,12,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
